label	tweet
n	@name @name Das oben angegebene Zitat ist falsch. Leistungen einzelner deutscher Soldaten in 2 Weltkriegen sind etwas anderes als die Wehrmacht insgesamt. Zitieren sie bitte richtig und glauben sie nicht jeden Dreck, den Medien von sich geben. Danke.
n	"@name @name Der kalte Krieg war schon nicht ohne.
Man wußte eh nur was die Systempresse vorgab. Aber Panzer, U-Boote etc. haben alles hat funktioniert.

Wenn mal - im Nachhinein mal über Kuba nachdenkt, wie kurz die Welt tatsächlich vor einem Krieg stand. - nicht schön, gar nicht schön."
n	@name @name Der Mangel an Rollenangebote dürfte der Grund dafür sein weshalb die Dame sich jetzt gerade mit diesem Schwachsinn ins Gerede bringt.🙄
p	@name @name die kleine Meldemuschi 😂😂
n	@name @name Die komplette Technik,egal wo.
n	"@name @name Die Linksradikalen Medien interessieren sich nur für so etwas ...
http://"
n	@name @name Die Linksradikalen Medien interessieren sich nur für so etwas ... http://
n	@name @name Die wird es nicht geben. Jede Wette.
hs	@name @name Diese verdammten Rotröcke gehören an den Galgen
p	"@name @name Ein Moslem bestimmt also, was Einheimische zu lesen bekommen.
Seid ihr noch ganz dicht, Facebook ?"
n	@name @name Ein WENIG zu spät reagiert in BERLIN?
n	@name @name Es gibt auch in einer Stadt Grünflächen,Spielplätze,Sportvereine. Und man kann mit seinen Kindern in den Wald fahren statt zum Chinesisch Unterricht.
n	@name @name Für dein Niveau macht Jogi Löw gerade Werbung. Zu mehr bringst du es leider nicht.
hs	@name @name Fürchtet Euch nicht Denn Gott wird richten über die Lebenden und die Toten. Schwachsinn hoch drei!! Neger und Islamisten werden richten und das mit roher Gewalt. Ich weis was zu tun ist und ich seh nicht Klanglos zu wenn einer Unrecht gegenüber meiner Fam. und mir ausübt 🔪🔫🔪🔫
n	@name @name Ganz liebe Grüße zurück 🙋 💕🍷
n	@name @name Ganz sicher nicht. Da gibt es Unterschiede.
n	@name @name Geschenke verteilen zu dürfen war Herzzerreissend Türkische Kinder brachten Geschenke für Deutsche und umgekehrt es war ein Fest der Freude und Freundschaft und jetzt machen ein paar Spinner auf geheiß der Regierung einen auf geht nicht. Jahre lange Freundschaft wird vernichtet
n	@name @name Gibt es das? Eher nicht.
n	@name @name Glaube ich nicht.
n	"@name @name Hab's gelesen....ein sehr gutes Buch! 👍
Allerdings mit einem klitzekleinen Fehler...Sie haben bei den Ausschreitungen von Heidenau vergessen zu erwähnen, dass die Gewalt von Linksextremen ausging...
http://"
n	@name @name Habe ich verweigert. Dort wird Dummheit glorifiziert.
n	@name @name Hast Du gelesen was sie mir auf meinen ersten Tweet geantwortet hat? Ich hyperventiliere gerade. Nein,Johannes so nicht!
n	@name @name Hatte zuerst an ordnungsliebende gut auf Abstände ausgerichtete GOLDGRÄBER gedacht
n	@name @name hattest du früher igelfrisur mit gel in haare oder wars du kanakische justin bieber mit dies frisur wo gesicht verdeckt sei ehrlich
p	"@name @name Hausverbot😳 wegen Haare färben, vollgeschissener Windeln und ein paar Butterbroten die Dir entgegen schwimmen?

Wir müssen doch fremde Kulturen achten - Kinderficker dulden, türkisch und arabisch lernen und der Intoleranz mit noch mehr Toleranz begegnen.
Weil wir so klug sind.👆"
n	@name @name Henne und Ei, oder?
n	@name @name Hier das berühmte Kreissaufen, je ein Bier dazu noch ein Korn... http://
n	@name @name Hier das Grab von AMRI in seiner Heimat Tunesien! http://
n	@name @name Hätte sich mal mehr mit der Innenpolitik beschäftigen sollen als um den Job der Allweltkanzlerin...
n	@name @name Ich denke dabei ehrlich gesagt vor allem an diverse meistens ziemlich spinnerte Gruppen der Lebensreform- und Jugendbewegungszeit, im Geiste von Fidus-Postkarten und so... auch da muß man differenzieren.
n	@name @name Ich finde diese Tussy‘s immer noch langweilig.
n	"@name @name Ich glaube das Justizministerium freut sich über jeden Hinweis, der ihm direkt per Mail und Brief zugestellt wird.

War das Mohrenstraße in Berlin, Herr Nimister?"
n	@name @name Ich habe mich verschrieben,beruhige Dich.
n	@name @name Ich kapituliere.
n	"@name @name Ich muß da immer an das hier denken - offenbar machen schon kleine Varianzen Riesenunterschiede aus.
http://"
n	@name @name Ich sag nur Schwerin. In der Innenstadt hat man das Gefühl in Kreuzberg zu sein.
n	@name @name Ich sage nur: Ziel nicht erkannt & noch zu grün hinter den Ohren!
n	@name @name ICH warte 15 Tage eine Antwort von Support!ich kann nicht in meine Konto rein
n	"@name @name Ich weiß was.
Im Keller hat's Licht noch gebrannt.
Und ich hab's aus gemacht. 😉"
n	"@name @name Ich würde vielleicht noch weitergehen: Die USA als Prinzip haben jede vorhergehende Identität der Einwanderer aller Art vernichtet oder zumindest entwurzelt. U.a. darum ist das Land auch so von ""Rassen""-Themen besessen, weil zumindest diese nackte Biologie bleibt."
n	@name @name Im Prinzip nur die Tatsache die Existenz von Völkern anzuerkennen und sie nicht als soziales Konstrukt verkennen.
p	"@name @name In Bayern bei der CSU hat der fällige Generationen Wechsel in der Politik stattgefunden, der ""alte"" Seehofer machte dem ""neuen"" Söder Platz frei!
In der CDU wäre das auch längst fällig, doch die ""alte"" Merkel ""Ziege hat keinen Bock"" als Leittier einem anderen, ""neuen"" übergeben!"
n	"@name @name In Deutschland ist ""Nejerkuss"", ""völkisch"" usw. verboten und wer den rechten zur unrechten Zeit anhebt, bekommt eine Geldstrafe oder sechs Monate auf Bewährung weil ein 72 Jahre toter Österreicher gegrüßt wurde usw., tut doch nicht so scheinheilig,"
n	@name @name In diesem Land werden, im Beisein der Polizei, Flaggen mit Davidstern verbrannt und isl Terroraufrufe gestartet. Kommt Ihr bitte mal in der Realität an?
n	@name @name Inkompetenz hat einen Namen
n	@name @name Irgendwie a bisserl hat er ja Recht (eigentlich wenn man nur arabische Muslim ist nennt man auch semiiten, türkische Muslime leider nüscht😂 daher liegt falsch)
n	@name @name Ist ja gut, bin doch schon unterwegs....! http://
n	@name @name Ja, der dumme Bulle hat recht, wir müssen nur erst einmal richtig vom Mosleminvasor auf die Schnauze kriegen bevor wir die Schönheit von Islammonokulti erkennen und uns angemessen unterwerfen. Stupid.
n	@name @name Ja,das ist mir entfallen. Stimmt.
n	@name @name Ja,ich bin noch nicht ganz wach. Sorry.
p	@name @name Jetzt sollte man  direkt auf ihre Fresse faules Eier klatschen!
n	@name @name Kapiert der Geistig verstrahlte Deutsche sowieso nicht 😝😝😝 ausgenommen 13 % 🇩🇪
n	@name @name Kindergarten eher!
n	@name @name Kohl hätte zum Schluss auch den Bezug zur Realität verloren! Amtszeitbegrenzung sollte deshalb zum Thema werden!!
n	@name @name Lass mich bitte aus deinen Tweets
n	"@name @name Man erobert Welt nicht mit einem zug, immer langsam soll es gehen, keiner soll Wachwerden. Schritt für Schritt.
Schlauberger unterstützen solche Bewegung mit stolz!
Schließlich möchte keiner unter Verdacht geraten, man wäre antisemitisch!"
hs	@name @name max bis 2025 danach is europa unregierbar immer mehr niggers die aus den händen von volk essen alle saugen volk aus wieviele zahlen steuern kp 15 20 mio? rest saugt an diese 20 mio und die 20 mio werden immer älter ciao
n	@name @name Mein 🐰😘
n	@name @name Merkel ist das Problem für das Vereinigte 🇪🇺!!
n	@name @name Mir auch.
n	@name @name Mit mir auch ne?🐰
n	@name @name Na BRAVO, Glückwunsch, was wird nun aus dem Typen der das Gedöns hat angezeigt hat, seine Bewegründe würden wir gerne kennenlernen, welches Parteibuch er hat, das stinkt doch zum Himmel!
n	"@name @name Naja, in Relation zu den Europäern waren sie erheblich ""kulturell und genetisch"" verbrüdert. Ich denke nicht, daß sie sich als ""Volk"" sehen, aber als rassische ""brothas"" (das gilt selbst für die, die nicht von Sklaven abstammen, siehe Barack 'Trayvon wäre mein Sohn' Obama)."
n	"@name @name Natürlich erkel NICHT DUMM, sie ist sehr intelligent, hat einen Dr. Titel aber das macht sie ja so gefährlich, für uns ""PACK"" aber vorrangig führt Merkel innerhalb der CDU eine Art Diktatur, sie läßt niemanden AUFSTEIGEN, vor allem intelligente Männer Politiker nicht!"
n	@name @name Natürlich! Und Deutschland schaut wieder einmal paralysiert zu! #Hatten wir schon einmal
n	@name @name Nein nein,die Visegrad Staaten. Polen ist es nicht alleine.
n	@name @name Noch so ein Optimist. 2021👈😅😅😅😅😅
p	@name @name Nur der geistig kastrierte deutsche kapiert es nicht ein widerliches Volk 😝
n	@name @name Nur weil es TRUMP gesagt ist es doch nicht unbedingt falsch!
n	@name @name Nächste Stufe: Merkel hat es geschafft!! Bürgerkrieg!!
n	@name @name Oh nein,eher unterschätzt. Wer auf der Gehaltsliste von Soros steht ist immer gefährlich.
n	@name @name Ok, der Psychiater soll seinen Lohn haben!
n	@name @name Okay Abriss schon aber Neubau nein auf gar keinen Fall 😂😂😂🐖🐖🐖
n	@name @name Ordnung fängt im kleinen an. Trotz aller Widrigkeiten muss es so nicht aussehen.  Das liegt an den Menschen nicht am Lager.
n	@name @name Roland Koch und noch ein paar mehr dazu!
n	"@name @name Roscher-Meinel, ich bedanke mich im Namen der vernünftigen Österreicher!
#EinladungSteht"
p	@name @name Schlicht ausgesprochen für schlichte Zeitgenossen: GRÜNE wollen keine ABSCHIEBUNGEN in die NAFRI Staaten, solange nicht bilateral verhandelt werden kann, keine Abschiebungen möglich!
n	@name @name Seit sich von Linken befreit hat, wirkt sie noch attraktiver.
n	"@name @name Selbst Konrad Adenauer - den habe ich natürlich nur geschichtlich beleuchtet und aus Erzählungen meiner Eltern ""kennen gelernt"" - hatte dasselbe Syndrom.
Er konnte nicht loslassen."
n	@name @name Sie hat sich ein Kopftuch aufgesetzt und findet das witzig. Und will mich belehren.
n	@name @name Siehste,und weil ALLE so denken wird immer mehr Gewalt herrschen! Schlimm so etwas!
n	@name @name So leid es mir tut und es trifft sehr sehr viele Unschuldige. Die Mauer hätte niemals fallen dürfen dann wäre Merkel immer noch bei Ihren geliebten Stasifreunden.
n	@name @name So war's  ja auch mal gemeint: völkisch = das Volkhafte, der Volkscharakter, auch das Volkstümliche.
n	@name @name Sorry, ich war vielleicht etwas verärgert in meiner Formulierung der Antwort, bitte es zu entschuldigen!
n	@name @name Steht da Tatsachenbericht? Nein. Aber Satire ist noch erlaubt?😛
n	"@name @name Steht in meinem Tweet was von ""alleine laufen""? Meine Güte,man kann natürlich auch alles zerreden. Ihr fahrt doch sonst Eure Kinder bis IN die Schule?"
n	"@name @name Stichwort ""In-Form-Sein"" einer Kultur... ""Man gehört keiner Rasse an, Rasse hat man."""
n	@name @name Stimmt das so? Phänotypisch offensichtlich nicht.
n	@name @name Tazer hilft Respekt zuschaffen. Diese Pack versteht andere Sprache nicht.
n	@name @name Und Herr Schulz sollte genau wie Frau Merkel zurücktreten zum Wohle des deutschen Volkes!
n	@name @name Und Merkel sprengt natürlich den Rahmen....
n	"@name @name Verständlich, ich glaube aber auch nicht, daß eines vom anderen sauber zu trennen ist wie eine Oblatentorte. ""Kultur"" ist ja kein Abstraktum, das im luftleeren Raum entsteht und dann wie ein Aufkleber appliziert werden kann... Spenglers Rassebegriff ist für mich die beste Lösung."
n	@name @name Volltreffer!
n	"@name @name Vor euren Verständnisblockaden apropos ""Homogenität"". Wenn ich das Wort nocheinmal höre/lese, kreische ich."
n	"@name @name Warum bemüht man immerzu die NSDAP-Zeit?
Nein, wird Nicht-Erlebende vergessen es aber auch nicht, aber bei jedem Scheiss diese unselige Nazi-Ära zum Thema machen ist auch etwas dumm."
n	@name @name Was ist die Ursache für die auf einmal sich häufenden TBC Fälle???? Man sollte Diese Ursache mal bekämpfen. Ich empfehle vier Wochen Quarantäne für Flüchtlinge und in dieser Zeit eine gründliche Untersuchung. Vor allem auch auf den geistigen Zustand würde Gewalt und Krankh minder
n	@name @name Was MERKEL Deutschland NICHT SCHAFFT, SCHAFFT Österreich umso eher!
n	@name @name Welches Vertrauen?
n	@name @name Well, jede Kultur hat ja auch einen Körper, und jedes Volk eine Gestalt. Genetik ist außerdem ein Teil der Realität und der realen Unterschiede zwischen Menschengruppe.
n	@name @name Wenn Deutschland jetzt nicht langsam handelt, wird uns das noch ganz gefährlich in den Nacken schlagen...
n	@name @name Wer ist wir? Und eigentlich ist es doch logisch,wenn man etwas nachdenken kann. Aber,wer bin ich schon 🙃
n	"@name @name Wiederholung:
Wenn man Leute aus einer Gesellschaft importiert, die ein größeres Problem mit sexueller Gewalt haben, als unsere bilden sie eine Bevölkerungsgruppe die stärker zu sexueller Gewalt neigt.
Simple logik die von Polizeistatistiken bestätigt wird."
n	@name @name Wird das dann ein Familientreffen zum Kaffee? Arbeitet ihr Mann nicht für den Laden?
n	@name @name Wo ist das Problem, wenn der schwarze Block ähh Mob, nichts essen will?
n	"@name @name Wüßte jeder von denen, daß er nur 2 Amtsperioden hat, würde uns jetzt viel erspart bleiben.
Vielleicht sogar der Untergang des Landes, das wir kennen.

Die hätten alle beizeiten für Nachfolger gesorgt."
hs	@name @name Zu gunsten Islamistischen Terros und Schwanzgesteuerten Niggers. Wenn das die Zukunft von D sein soll, dann ohne mich und mit Sicherheit auch ohne Langjähriger Freund aus T G J P U usw usw die Liste der ehrlichen ist lang und vor allem Sie leben und respektieren Sitten
p	@name @name Zu Umkehr zwingen ansonsten wird von der Schusswaffe Gebrauch gemacht..... & vor allen, die Grenzen schließen.....
n	"@name @name Zwei die sich gefunden haben, denken wohl mit ihrem antideutschem Gebrüll Beifall von der GRÜN-LINKEN Medien Stream Mafia zu erhaschen, merken nicht, dass sie SELBER RASSISTINNEN erster ORDNUNG sind!
Wenn ein wer mit dem Finger auf wen zeigt, zeigen gleich drei Finger zurück!"
n	"@name @name 🤔Russen - die waren stets der erklärte Gegner unserer Verbündeten, natürlich auch unser.

Im/nach dem Krieg stets als ungebildet dargestellt, nur der Amerikaner war Verkörperung des Guten.

Systempresse halt. ARD - ZDW - WDR.
Dann kamen langsam die ""Satellitenprogramme"""
n	@name @news @name @AfD Ihr könnt die AFD nicht mehr wegdiskutieren! Sie sind gekommen um zu bleiben & das ist auch gut so! Eure verlogene Versagerpolitik kommt einen Irrenhaus gleich!
n	@name @news Bis zum Eröffnung hätten sie wenigstens für Asyl Pack als Aufenthalt Platz anbieten könnten😂😁😀
n	@name @news Junge Junge🤦‍♂️
n	"@name @news Wir haben ein fantastisches Grundgesetz und ein gutes BGB.

Wenn unsere Politiker -ALLER etablierten Parteien- sich wieder daran halten würden, wäre ein riesiger Schritt getan.

Helmut Schmidt hab ich damals gewählt, danach CDU.
Nun, das 1.Mal AfD.
Weil es so nocht gehen kann"
n	@name @polizei Das SEK Berlin hat den Taser. In 29 Einsätzen rettete dieser 23 Menschenleben und beendete 6 Bedrohungslagen http:// http://
n	@name @polizei Du möchtest Details von dem gesuchten haben🤔 die Polizei möchte sie ja gerne preisgeben sie dürfen es aber nicht 😝😝😝
n	@name @spdde Also ich persönlich halte ja Münchhausen für glaubwürdiger als #Merkels Fußabtreter #Seehofer.
n	@name Aber Hallo dem würde ich Pickel und Schaufel mit Superkleber in den Händen fest kleben und ab rund um die Uhr Steinbruch. Aber was macht unser Weicheirechtssystem und unsere Altsagerpolitik. Die läd den zum Kaffeekränzlein ein auf Steuerzahlerkosten oder wie ⚡🔪🔫
n	@name Ach komm,beruhige Dich.
n	@name Ach, Tschaka sage mir, GRÜN-LINKE haben Hirn?
