label	text
p	in dänemark gabs ne demonstration FÜR den IS ... von der politik erlaubt .. zu 100en sinds mit schwarzen fahnen durch die stadt gezogen und haben allahuakbar gerufen ....
	ich bin auch der meinung, dass es bürgerkrieg geben wird. nur halt nicht in 5 jahren, ich tippe so auf 15-20. kinderficker sei dank werde ich da meine heimat schon verlassen haben.
	ps: die gesamte asiatische welt lacht über uns und das ist kein witz!
n	*hust* Kreuzzüge *hust* hab ich grad kreuzzüge gesagt? Hm immer dieser husten..
n	Diese Seite wird immer rechter
n	ob sich bei so einem noch der transport lohnt???
n	Ruhig stellen ,Bahngleis setzen ,Lokführer ablenken oder warnen.
n	sowas vor 20 -30 jahre,da wäre ein rollkommando in die zelle gekommen und ruhe war.heute ist die jva ein kindergarten.
n	wenn ich es aussuchen dürfte, der würde sein Verhalten bis ans Ende seiner Tage zutiefst bereuen !!
n	Nun, da gehen kinder schänden, mit Bewährung
n	Oder Geld Strafe, nach hause, was willst du denn von diesen korrupten statt noch erwarten???
n	Ich werde massiv von 02ab63aad79877f5 bedroht..muss ich mir das gefallen lassen???
n	Der dich da bedroht den kannst du dem Verfassungsschutz melden den rest machen die
n	es muss noch mehr passieren - damit dieses Land wach wird -
n	nen fernseher? hallo der gehört fixiert das einzige was er ansehen darf ist die decke dort kann er die löcher im putz zählen
n	"02ab63aad79877f5  Von so einem ""Lappen"" soll man Angst haben."
	 Du könntest nicht mal in einem Hasenstall Panik auslösen, du kleiner Stricher.
n	der is ja so arm und psychisch am ende, weil er mama papa, frau(en) und kind(er) im kriegsgebiet schutzlus zurückgelassen hat und nur seinen hintern rettete
n	Der konnte nicht anders.Wetter war schlecht
n	Kommt bei uns auch noch wartets ab
n	Ist nicht eigenartig, es ist  logisch, denn es könnte unserer Einwanderungspolitik schaden.
n	geteilt!!!
n	Das tut mir leid um die zwei.Es hätte einige Politiker treffen müssen die dafür verantwortlich sind das das Gesocks überhaupt nach Europa kommt.
n	Das passt dazu ... wer Dokumente wegschmeisst oder vernichtet und seine Identiät verheimlicht ist als Krimineller einzustufen ! http://www.info-direkt.at/90-der-syrer-sind-keine-syrer/
n	jetzt ist es nicht das Pack sonder die Ausländer
n	Wer vergewaltigt bitte eine 74Jährige?
n	Da frag ich mich wer nun wirklich das PACK ist
n	Diese Menschenrasse hat eine äußert niedere, wenn überhaupt eine Hemmschwelle zur Persönlichkeit anderer Mitmenschen. Daher nur das Eine ................................. und das wirkt dann bestimmt Wunder!
n	Hallo ihr Lieben, es passt hier vielleicht nicht rein, ich versuche es trotzdem mal. Es wird gerade viel über Muslime in den Medien berichtet. Wir führen nun eine Umfrage durch, in der wir die ehrliche Meinung der deutschen Bürger einfangen wollen. Ich hoffe ihr könnt mir helfen. Es dauert auch nur ein paar Minuten. Das wäre wirklich klasse. Vielen Dank. https://www.soscisurvey.de/forchungsprojektmedien/
hs	Gleich gut sichtbar als Abschreckung aufknüpfen
n	"Schaut mal gestern bei uns am Laden so nennt man das jetzt ""aus technischen Gründen""? Die Verkäuferin wurde mit einer Machete bedroht. :("
n	Es gab in den 30,40 er Jahren mal jemand, den brauchen wir jetzt mehr als jemals zuvor....
p	das ist erst der anfang scheiß packzeug
n	Es sind nicht immer die Ausländer , schaut einmal bei uns Österreichern nach, da gibt es zum Schaun  genug
n	das war doch zu erwarten
n	warum werden diese Leute nicht sofort in die Heimat überstelllt
n	und dann kommt der lala doktor, der befindet das dieser abfall eine schwere kindheit hatte was dann alles erklärt, also ab mit denen im 3 sterne hotel financiert vom arbeitgender ehrlicher bürger. meine meinung.... in ein säurebad mit dem dreck.
n	"Na, wann kommt der Kommentar,"" Deutsche machen das auch"" ?! Fehlt noch. :("
n	Normal kommen immer als Clan diese Dreckschweine raus mit dem Dreck
hs	"""Rübe ab"" wäre da die beste Resozialisierung!"
n	wir doofen Deutschen mit unserer ewigen Grundschuld, lassen solche verpesteten, schimmeligen Dreckschweine mit Sicherheit hier in Demutsland weiter verweilen !
n	Also gestern wurde bereits gesagt, zu wieviel Prozent unsere neuen lieben Erikawähler 'traumatisiert' seien. Schon klar- da werden die Weichen gestellt für Kommendes.
n	raus damit
hs	an die wand mit dem abschaum
n	Weg und Einreiseverbot.
n	Einbau von Bewegungsmelder mit Kamera und Echtzeitaufnahme. So kann man sie gleich zur Fahndung ausschreiben. Ich bin für Steinbruch das therapiert  schon. Mit Kette und 10Kg Kugel am Bein.
p	Ich finde 10 Jahre und die Hand abhacken die ,die führhand ist...wie in Arabien....
n	Hoffentlich haben die nur Gutmenschen angetroffen. Gönne ich dehnen von Herzen. Denn solche Menschen wollen Warnungen einfach nicht war haben.
n	Auf die Finger hauen ist schon O.K. Aber nur mit dem Vorschlaghammer...
n	Hehe, ja Einreiseverbot ist super. Moecht gern wissen, wie viele von denen, die uns grad ueberrollen, eigentlich Einreiseverbot haetten...
n	Solange die Hausbesitzer Gutmenschen sind, weiter so Jungs! (y)
n	kriegen sozialstunden,sind traumatisiert
n	so ein Volk Brauchen wir nun wirklich nicht
p	Ein Baum ein Strick und es bricht das Verbrechergenick !
hs	Arbeitslager nach RUSSLAND oder wie in ihrer Heimat Hände ab
n	Ist schon komisch das so was nur bei Leuten wo betagt sind aufgeklärt wird , da legen die sich ins Zeug .
n	kriminelle ausländer und einheimische politiker raus
p	Dreckspack
n	So ist es wieder brav, Lügenpresse! Nur nicht die Nationalität von diesem Abschaum bekannt geben. Warum lassen sich die Deutschen das gefallen?
n	und diese Vögel mal einer Million,da weiß man was sich in Deutschland einnistet
n	gut so muss auch nicht sein sie sind nicht eingeladen worden .
n	Genau so gehts. Daumen hoch für Milos Zeman  (y)
n	Genau so geht es !!!
n	Die Merkelin hat noch sehr viel zu lernen....
n	Schweine eben
n	Vielleicht sollte man noch mehr spenden noch mehr reinlassen und ganz viel mitleid haben und schön die fresse halten sie armen armen armen aus dem super Armen Kriegsgebieten ! (ironie)
n	das war doch schon im Vorhinein klar. Ist halt in deren Ländern und Mentalität so üblich. Wer denkt, dass diese Leute sich anpassen können, wird sein böses Erwachen erleben.
n	alle abschieben , sonst gibts noch Bürgerkrieg
n	Ich würde Reinigungsmittel für ein Monat bereitstellen die Unterkunft abschließen einen Monat die Verpflegung Garantieren dann mal schauen wer überlebt hat ,keiner alle am eigenen Dreck erstickt.
n	das liegt daran, daß diese ferkel zuhause hinter büschen pennen und scheißen. und hier tun sie es genauso weg mit ihnen wir brauchen die sowenig, wie die uns achten und haben wollen. dabei müßten die den ganzen auf knien kriechen, was ihnen hier geschenkt wird. aber nein undankbarkeit ist die antwort
n	Super Milos Zeman der Mann zeigt Haltung ???
n	Nur pack macht sowas!
n	Den kann ich verstehen!
n	„Und eines möchte ich an diesem vielleicht nicht nur für uns Deutsche denkwürdigen Tag nun aussprechen. Ich bin in meinem Leben sehr oft Prophet gewesen und wurde meistens ausgelacht... Ich will heute wieder ein Prophet sein: Wenn es dem internationalen Moslems und außerhalb Europas gelingen sollte, die Völker noch einmal in einen Weltkrieg zu stürzen, dann wird das Ergebnis nicht die Bolschewisierung der Erde und damit der Sieg der Moslems sein, sondern die Vernichtung der Muslime in Europa.“
n	...ihr dämlichen Gutmenschen,das sind genau die Leute die ihr hier herzlich willkommen heißt,die sogenannten Flüchtlinge die in Not sind.
n	Lasst Sie doch in ihrem Müll . So kennen die das und wollen es so
p	Ihr fuck Rassisten, die ihr gegen die Lügenpresse schimpft, damit ihr mit euren, frei erfunden, Vergewaltigungen, Diebstählen und was euch noch alles einfällt, gegen Ausländer hetzt. Verpisst euch doch. So ein schönes Kriegsgebiet in Syrien wäre genau die richtige neue Heimat für euch, damit EUCH mal die Augen aufgehen.
	Und es stimmt. Straftaten haben extrem zugenommen. Brandanschläge mit rechtsextremen Hintergrund haben wir dieses Jahr schon fast 600 gehabt- Letzes Jahr waren es 176. In den Knast mit diesen kriminellen Ausländerhassern.
n	Achso im Gegensatz zu deutschen Patrioten die nur in Zuege pissen...
	http://www.ndr.de/nachrichten/niedersachsen/braunschweig_harz_goettingen/80000-Euro-Schaden-nach-Fan-Randale-im-Zug,fanausschreitungen100.html
n	Wir haben hier im eigenen Land schon fast nix mehr zu sagen
n	Armes Deutschland!
n	warum schmeist mann solche tyüpen nicht einfach raus und schickt sie dort hin wo sie hergekommen sind.unruhestifter brauchen wir hier nicht.kommt da nicht schon die vorbotschaft für einen eventuellen religions-bürger-krieg auf.wo wierd deutschland landen wenns so weiter geht
n	Sie kritisiert. Und die assis lachen sich schlapp. Weil worte eines polizisten denen gepflegt am arsch vorbei geht. Ihr müsst mit aller härte vorgehen sonst machen sie mit euch was sie wollen. Eine erziehungsfrage. Kennt man doch. Sie sprechen die sprache der gewalt. Also sollte man denen ebenso antworten.
n	Mehr Rechte für die Polizei.Sie sollten solchen Typen den Gummiknüppel quer durchs Maul ziehen und sich so etwas nicht bieten lassen.Danach festsetzen und AUSWEISEN:Wenn man das konsequent durchführen würde wäre das Problem schnell gelöst!
n	die spricht mir voll aus dem Herzen
n	Ja, ja.
n	Unsere Polizei darf ja vom Gesetz her nicht hart durchgreifen. Lieber werden die Polizisten verheizt. Sollten es so machen dürfen wie in USA.
n	die polizei hat schon immer bei ausländern lasch durchgegriffen.wird zeit das sie mal ändert.wenn die türken auf fb schon sagen sie hätten keine angst vor der polizei,was wollen die denn.hat die polizei was falsch gemacht.kenn genug beispiele.in england u.grossbritanien haben die menschen noch respekt vor der polizei.hier wird doch nur gelacht über die.sollen den knüppel ruhig öfter mal benutzen,sich wieder respekt verschaffen.vorallem sollte bei den abschiebungen mal schneller gehandelt werden
n	Respekt gibt es nicht automatisch mit der Uniform!  Ein Polizist muß es erkämpfen. Und nicht gut zureden, denn sowas wird als Schwäche ausgelegt.
n	ja so ist das mit den türken, jede blonde frau wir als nutte angesehen, wurde mir von ehemaligen leuten mit denen ich durch die arbeit kontakt hatte, ins gesicht gesagt, genauso daß wir deutschen für diese leute nur dazu dasind um uns auszunutzen. in deren augen sind alle mitteleuropäer nicht den dreck unterm fingernagel wert. und von uns wird verlangt, das wir diese leute mit achtung gegenen.
n	das ist nicht neu,das problem ist einfach zu erklären.die meißten polizisten haben schlicht und einfach angst sich von diese argressiven ein messer reinstechen zu lassen oder abknallen zu lassen. das geht weiter zu richtern und staatsanwälten die privat unter druck gesetzt werden.nur darüber schreiben die medien nicht. das geht schon 20--30 jahre, beispiel berlin-und andere großstädte die von ganze clans beherrscht werden.
n	Ein guter Freund von mir ist bei der Polizei als er noch in Frankfurt war hat er beim Einsatz einem marokkanischen drogenhändler der ihn zugedöhnt abstechen wollte den Kiefer gebrochen hat ihm 800 Euro Strafe eingebracht seine vorgesetzten keine Hilfe nix der hat kein Bock mehr nur ein Finger krumm zu machen
n	Danke das ihr für mich arbeitet bin müde von den ganzen Raubüberfällen
n	Einzelfall !! fragt mal die Roth ??
n	solange die sich gegenseitig abstechen läuft es doch besser als man es sich wünschen kann
n	raus
n	Ist erst der Anfang Leute was da noch auf uns zukommt Au weh wird schlimm
n	Das wird auch in Deutschland so kommen und es wird noch schlimmer als wir erahnen können.
p	zeigt denen doch mal wie das mit der Scharia so geht....
n	Heimschicken ! Aber sofort!
n	Ab damit in der Heimat wieder die Merkel gleich mit zum kotzen
n	"Hey leute haltet mal den ball flach und verurteilt nicht jeden ""auslaender""die leute,seien es deutsche oder auslaender werden ihre strafe fuer solche taten erhalten.nicht jeder auslaender ist ein schlechter auslaender.und bevor ihr solch eine tat verurteilt solltet ihr in eurem umfeld nachschauen was dort passiert.und noch eins ihr seid kopf maesig noch gar nicht reif genung,entwickelt euch erst mal zu menschen mit verstand dann koennt ihr mitreden."
n	Alle abschieben , ausnahmslos! die glauben Sie haben die Narrenfreiheit
n	Ich verurteile die Flüchtlinge nicht, bei den gelten andere Regeln und Gesetze und glaube, aber das ist was uns früher oder später, das Chaos mit bringen wird.
n	„Ich meine jetzt die Moslems, die Ausrottung des Moslem Volkes. Es gehört zu den Dingen, die man leicht ausspricht. – ‚Das Moslem Volk wird ausgerottet’, sagt ein jeder Parteigenosse‚ 'ganz klar, steht in unserem Programm, Ausschaltung der Moslem, Ausrottung, machen wir.’ […] Von allen, die so reden, hat keiner zugesehen, keiner hat es durchgestanden. Von Euch werden die meisten wissen, was es heißt, wenn 100 Leichen beisammen liegen, wenn 500 daliegen oder wenn 1000 daliegen. Dies durchgehalten zu haben, und dabei – abgesehen von Ausnahmen menschlicher Schwächen – anständig geblieben zu sein, das hat uns hart gemacht und ist ein niemals geschriebenes und niemals zu schreibendes Ruhmesblatt unserer Geschichte. Denn wir wissen, wie schwer wir uns täten, wenn wir heute noch in jeder Stadt bei den Lasten und bei den Entbehrungen des noch die Moslems als Geheimsaboteure, Agitatoren und Hetzer hätten. Wir würden wahrscheinlich jetzt in das Stadium des Jahres 2016/17 gekommen sein, wenn die Moslems noch im deutschen Volkskörper säßen.“
n	Alle Deutsch-Analphabeten die in der Geburtslotterie die Super 6 gezogen haben und denken sie würden Deutschland was bringen. Peinlich seid ihr, ich kenn viele Syrer die besser Deutsch können als ihr.
p	"118a6ea23f9479d1 du bist ein wiederlicher dummer hirnloser schwaetzer man sollte dich aus dem sozialen netzwerk rausschmeisen und dich in den knast stecken nur mit wasser und brot idiot!!!!!!!!!!!!"""
n	man sollte ihnen aber noch ein paar gute waffen geben dass sie sich nicht so quälen müssen
n	Du bist doch einfach nur blöd.Dich sollte man sofort ausweisen.
n	ja verflucht nochmal, dann sortiert die doch nach rassen die religiösen ins ehemalige honnecker domizil und die muselmanen bei der merkel in den keller
n	Die Polizei wird  sich noch wundern, was noch alles passieren wird. Viele haben doch gar keinen Respekt vor der Polizei.
n	https://www.youtube.com/watch?v=29t0j9E9Wsw
	 Jeder kann erahnen, was das in Kürze werden wird!
	" Und wir haben tausend mit ""dicken Eiern"" hier. Es wird hoch an der Zeit, daß die ""Refutschies Wellkam""-Genderweiber nicht nur Matratzen und Feldbetten spenden, sondern sich gleich drauflegen..."
n	Wie hohl muß man sein,um DAS alles zu glauben?????und wenn ich schon lese,Jungefreiheit.....tz...Gutmenschen,schön und gut aber Gutgläubig und Dumm,seid Ihr....sorry...
n	Wartet mal den Winter ab, dann wollen die Alle unter unsere Decken krabbeln. Das wird lustig !!!
n	Wofür hat die Polizei Waffen ?? Asylanten haben doch auch welche ??
p	Dioeses notgeile Pack hätte sich Schafe mitbringen können statt Kinder und Frauen zu vergewaltigen !!!!!Diese Schweine ! Und dann noch mehr Krankheiten  ins Land schleppen ?? Frau Merkel hat sie eingeladen also soll sie dieses Pack auch befriedigen !!!! Oh Sry sie hat nur das große Maul hier in Deutschland , das Elend der Deutschen Bürger ist ihr ja egal !!!!!!! Ausweisen diese Person und ihre Asylanten mit   !!!!!!!!!!!!!!!!!!!!
n	Warum sollten die sich ändern?  Aus ihren Herkunftslaendern sind es ja gewohnt als Männer tun zu können was sie wollen.  Es ist die Aufgabe des Staates derartige Täter sofet abzuschieben. Es wird in Deutschland aber immer zi lasch mit Tätern umgegangen. Dad die Begrüßungspinner nichts sagen ist klar: es passt nicht in ihr Bild vom perfekten, hilflosen  schikanierten Asylanten.  Warum bieten die sich nicht an dann haben sie auch mal wieder Sex.
n	Ohne wenn  und aber sofort  RAUS
n	weg mit dem pack
n	raus raus raus
n	hey hab mal eine frage vor paar tagen war ich in einem krankenhaus da war eine deutsche familie die am diskutieren waren danach nach ein paar worte was ich nur mit bekommen habe hat ein mann denke der vater seine tochter einfach so geschlagen wieso?
